district2,DISTRICT,org,org_acro,sector,population,death,injuries,priv_house_full_damage,priv_house_partial_damage
Bhaktapur,BHAKTAPUR,Child Workers in Nepal,CWIN,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Children and Women in Social Service and Human Rights ,CWISH,Education,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Children and Women in Social Service and Human Rights ,CWISH,Education,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Children and Women in Social Service and Human Rights ,CWISH,Education,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Children and Women in Social Service and Human Rights ,CWISH,Education,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Children and Women in Social Service and Human Rights ,CWISH,Education,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Christian Aid,Christian Aid,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Christian Aid,Christian Aid,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Cine Artists,MTFA,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,CMC-Nepal,CMC-Nepal,Child Protection,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Corps Mondial de Secours,CMS,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,CWISH,CWISH,Child Protection,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,CWISH,CWISH,Child Protection,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Dan Church Aid and Norwegian Church Aid,DCA/NCA,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Dan Church Aid and Norwegian Church Aid,DCA/NCA,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Dan Church Aid and Norwegian Church Aid,DCA/NCA,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,DCWB,DCWB,Child Protection,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,DCWB,DCWB,Child Protection,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,DCWB,DCWB,Child Protection,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,DCWB,DCWB,Child Protection,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,DCWB,DCWB,Child Protection,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,DCWB,DCWB,Child Protection,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,DCWB,DCWB,Child Protection,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Deutsche Gesellschaft fuer Internationale Zusammenarbeit - HSSP,GIZ/HSSP,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Deutsche Gesellschaft fuer Internationale Zusammenarbeit - HSSP,GIZ/HSSP,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,DWASHCC,DWASHCC,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,DWASHCC,DWASHCC,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,DWASHCC,DWASHCC,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,DWASHCC,DWASHCC,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,DWASHCC,DWASHCC,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,DWASHCC,DWASHCC,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,FINN Church Aid,FCA,Education,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,FINN Church Aid,FCA,Education,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,FINN Church Aid,FCA,Education,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,FINN Church Aid,FCA,Education,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,FNCCI,FNCCI,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,"Forum for Women, Law and Development_",FWLD,Protection,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,GlobalMedic,GlobalMedic,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,GlobalMedic,GlobalMedic,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,GlobalMedic,GlobalMedic,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Handicap International,HI,Child Protection,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Handicap International,HI,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Health Research and Social Development Forum,HERD,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Health Research and Social Development Forum,HERD,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Helen Keller International,HKI,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Helen Keller International,HKI,Nutrition,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Helen Keller International,HKI,Nutrition,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Helen Keller International,HKI,Nutrition,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Helen Keller International,HKI,Nutrition,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Helen Keller International,HKI,Nutrition,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Helen Keller International,HKI,Nutrition,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Helen Keller International,HKI,Nutrition,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Helen Keller International,HKI,Nutrition,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Helen Keller International,HKI,Nutrition,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Helen Keller International,HKI,Nutrition,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Helen Keller International,HKI,Nutrition,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Help Age International,HelpAge,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Help Age International,HelpAge,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Help Age International,HelpAge,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Help Age International,HelpAge,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Help Age International,HelpAge,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Help Age International,HelpAge,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Help Age International,HelpAge,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Help Age International,HelpAge,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Himalayan Disaster Relief Volunteer Group,HDRVG,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Himalayan Disaster Relief Volunteer Group,HDRVG,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Himalayan Disaster Relief Volunteer Group,HDRVG,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Himalayan Disaster Relief Volunteer Group,HDRVG,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Himalayan Disaster Relief Volunteer Group,HDRVG,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Himalayan Disaster Relief Volunteer Group,HDRVG,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,IMC,IMC,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,IMC,IMC,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,IMC,IMC,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,IMC,IMC,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Indian Medical Association,IMA,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,International Medical Corps,IMC,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,International Medical Corps,IMC,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,International Organization for Migration,IOM,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Japan-Nepal Health  TB Research Association,JANTRA,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Japan-Nepal Health  TB Research Association,JANTRA,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Japan-Nepal Health  TB Research Association,JANTRA,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Japan-Nepal Health  TB Research Association,JANTRA,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,John Snow Research and Training Institute,JSI,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,John Snow Research and Training Institute,JSI,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Kopila Nepal ,Kopila ,Child Protection,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Kopila Nepal ,Kopila ,Child Protection,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Korea Disaster Relief Team,KDRT,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,KOSHISH,KOSHISH,Child Protection,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Labour Women & Child Welfare Council,LWCWC,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Lumanti,Lumanti,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Lumanti,Lumanti,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Lutheran World Federation ,LWF,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Lutheran World Federation ,LWF,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Lutheran World Federation ,LWF,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Lutheran World Federation ,LWF,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Lutheran World Federation ,LWF,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Lutheran World Federation ,LWF,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Lutheran World Federation ,LWF,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Mercy corps,Mercy corps,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Mercy corps,Mercy corps,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Mercy corps,Mercy corps,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Mercy Corps,Mercy corps,Education,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Muslim Aid UK,Muslim Aid UK,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,National Army,National Army,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,National Red Cross Society,Red Cross,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,National Red Cross Society,Red Cross,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,National Red Cross Society,Red Cross,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,National Red Cross Society,Red Cross,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,National Red Cross Society,Red Cross,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,National Red Cross Society,Red Cross,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,National Red Cross Society,Red Cross,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,National Red Cross Society,Red Cross,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,National Red Cross Society,Red Cross,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,National Red Cross Society,Red Cross,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Nepal Disaster and Emergency Medicine,NADEM,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Nepal Disaster and Emergency Medicine,NADEM,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,National Red Cross Society,Red Cross,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,National Red Cross Society,Red Cross,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,National Red Cross Society,Red Cross,Child Protection,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Nurse Teach Reach Inc.,NTR,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,OM nepal,OM nepal,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,OXFAM,OXFAM,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,OXFAM,OXFAM,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,OXFAM,OXFAM,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,OXFAM,OXFAM,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,OXFAM,OXFAM,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,OXFAM,OXFAM,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,OXFAM,OXFAM,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,OXFAM,OXFAM,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,OXFAM,OXFAM,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,OXFAM,OXFAM,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,OXFAM,OXFAM,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,OXFAM,OXFAM,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Pakistan Medical Team,Pakistan Medical Team,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Reach Out Worldwide,Reach Out Worldwide,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Rotaract club,Rotaract club,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,SAA/PHU,SAA/PHU,Child Protection,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Samaritan's Purse,Samaritan's Purse,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Save the Children,SC,Child Protection,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Save the Children,SC,Child Protection,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Save the Children,SC,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Save the Children,SC,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Save the children,SC,Education,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Save the children,SC,Education,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Save the children,SC,Education,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Save the children,SC,Education,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Save the Children ,SC,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Save the Children ,SC,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Save the Children ,SC,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Save the Children ,SC,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Social Development and Promotion Centre,SDPC,Nutrition,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Social Development and Promotion Centre,SDPC,Nutrition,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Social Development and Promotion Centre,SDPC,Nutrition,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Social Development and Promotion Centre,SDPC,Nutrition,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Social Development and Promotion Centre,SDPC,Nutrition,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Social Development and Promotion Centre,SDPC,Nutrition,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Social Development and Promotion Centre,SDPC,Nutrition,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Social Development and Promotion Centre,SDPC,Nutrition,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Social Development and Promotion Centre,SDPC,Nutrition,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Social Development and Promotion Centre,SDPC,Nutrition,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Social Development and Promotion Centre,SDPC,Nutrition,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Social Development and Promotion Centre,SDPC,Nutrition,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Social Development and Promotion Centre,SDPC,Nutrition,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Social Development and Promotion Centre,SDPC,Nutrition,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Social Development and Promotion Centre,SDPC,Nutrition,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Social Development and Promotion Centre,SDPC,Nutrition,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Social Development and Promotion Centre,SDPC,Nutrition,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Social Development and Promotion Centre,SDPC,Nutrition,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Social Development and Promotion Centre,SDPC,Nutrition,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,SOS Himalaya,SOS Himalaya,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,SOS Nepal,SOS Nepal,Child Protection,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,SOS Nepal,SOS Nepal,Child Protection,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,The Himalayan Innovative Society,THIS,Child Protection,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,The Himalayan Innovative Society,THIS,Child Protection,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,The Leprosy Mission Nepal,TLM,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,The Leprosy Mission Nepal,TLM,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,The Leprosy Mission Nepal,TLM,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,The Salvation Army,TSA,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,THW- German Federal Agency for Technical Relief,THW,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Transcultural Psychosocial Organization,TPO,Child Protection,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Transcultural Psychosocial Organization,TPO,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Transcultural Psychosocial Organization,TPO,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,UIISC7 (french civil protection unit),UIISC7,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,United Nations Human Settlements Programme,UNHABITAT,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,United Nations High Commissioner for Refugees,UNHCR,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,United Nations High Commissioner for Refugees,UNHCR,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,United Nations High Commissioner for Refugees,UNHCR,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,United Nations High Commissioner for Refugees,UNHCR,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,United Nations High Commissioner for Refugees,UNHCR,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,United Nations High Commissioner for Refugees,UNHCR,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,United Nations High Commissioner for Refugees,UNHCR,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,United Nations High Commissioner for Refugees,UNHCR,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,United Nations High Commissioner for Refugees,UNHCR,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,United Nations High Commissioner for Refugees,UNHCR,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,United Nations Children's Fund,UNICEF,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,United Nations Children's Fund,UNICEF,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,United Nations Children's Fund,UNICEF,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,United Nations Children's Fund,UNICEF,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,United Nations Children's Fund,UNICEF,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,United Nations Children's Fund,UNICEF,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,United Nations Children's Fund,UNICEF,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,United Nations Children's Fund,UNICEF,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,United Nations Children's Fund,UNICEF,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,United Nations Children's Fund,UNICEF,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,United Nations Children's Fund,UNICEF,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,United Nations Children's Fund,UNICEF,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,United Nations Children's Fund,UNICEF,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,United Nations Children's Fund,UNICEF,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,United Nations Children's Fund,UNICEF,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,United Nations Children's Fund,UNICEF,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,United Nations Children's Fund,UNICEF,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,"United Nations Educational, Scientific and Cultural Organization",UNESCO,Early Recovery,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,"United Nations Educational, Scientific and Cultural Organization",UNESCO,Early Recovery,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,United Nations High Commissioner for Refugees,UNHCR,Protection,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,United Nations Population Fund,UNFPA,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,VYIF-NEPAL,VYIF,Shelter NFIs,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Water Missions International,Water Missions,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Wateraid,Wateraid,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Wateraid,Wateraid,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Wateraid,Wateraid,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Wateraid,Wateraid,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Wateraid,Wateraid,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Wateraid,Wateraid,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,Wateraid,Wateraid,WASH,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,WCO,WCO,Child Protection,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,WCO,WCO,Child Protection,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,WCO,WCO,Child Protection,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,World Health Organization,WHO,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,World Health Organization,WHO,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,World Health Organization,WHO,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,World Health Organization,WHO,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,World Health Organization,WHO,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,World Health Organization,WHO,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,World Health Organization,WHO,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,World Health Organization,WHO,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,World Health Organization,WHO,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,World Health Organization,WHO,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,World Health Organization,WHO,Health,304651,333,2101,18900,9054
Bhaktapur,BHAKTAPUR,World Health Organization,WHO,Health,304651,333,2101,18900,9054
